,lat,lon,household_cnt
198,34.981011,127.587729,18
199,34.981129,127.57752,23
200,34.981129,127.587914,15
201,34.981271,127.584595,8
202,34.981588,127.590486,30
203,34.981654,127.591384,5
204,34.981754,127.59134,40
205,34.981782,127.591668,9
206,34.981894,127.590375,16
207,34.982108,127.581601,0
208,34.982272,127.58999,18
209,34.982481,127.57747,16
210,34.982528,127.583055,1590
211,34.983154,127.584356,40
212,34.983559,127.57891,704
213,34.984021,127.584767,205
214,34.989466,127.697761,4
215,34.990859,127.699772,48
216,34.99119,127.599092,12
217,34.991361,127.598905,12
218,34.991596,127.598958,10
219,34.991838,127.598541,19
220,35.058258,127.737085,33
