,lat,lon,household_cnt
198,34.978288,127.576998,8
199,34.978376,127.589659,150
200,34.978528,127.576099,8
201,34.978676,127.574652,8
202,34.978844,127.576108,8
203,34.978866,127.574794,8
204,34.978867,127.575035,6
205,34.97892,127.574837,8
206,34.979108,127.582153,8
207,34.979495,127.576751,24
208,34.979576,127.584516,14
209,34.979582,127.583629,12
210,34.979585,127.576608,16
211,34.979621,127.584483,8
212,34.979877,127.580309,8
213,34.980059,127.58344,21
214,34.980085,127.583177,8
215,34.980345,127.577524,8
216,34.980453,127.577349,8
217,34.980714,127.587906,12
218,34.980847,127.584477,10
219,34.980977,127.706193,20
220,34.981011,127.587729,18
221,34.981129,127.57752,23
222,34.981129,127.587914,15
223,34.981271,127.584595,8
224,34.981588,127.590486,30
225,34.981654,127.591384,5
226,34.981754,127.59134,40
227,34.981782,127.591668,9
228,34.981894,127.590375,16
229,34.982108,127.581601,0
230,34.982272,127.58999,18
231,34.982481,127.57747,16
232,34.982528,127.583055,1590
233,34.983154,127.584356,40
234,34.983559,127.57891,704
235,34.984021,127.584767,205
236,34.989466,127.697761,4
237,34.990859,127.699772,48
238,34.99119,127.599092,12
239,34.991361,127.598905,12
240,34.991596,127.598958,10
241,34.991838,127.598541,19
242,35.058258,127.737085,33
