,lat,lon,household_cnt
198,34.979877,127.580309,8
199,34.980059,127.58344,21
200,34.980085,127.583177,8
201,34.980345,127.577524,8
202,34.980453,127.577349,8
203,34.980714,127.587906,12
204,34.980847,127.584477,10
205,34.980977,127.706193,20
206,34.981011,127.587729,18
207,34.981129,127.57752,23
208,34.981129,127.587914,15
209,34.981271,127.584595,8
210,34.981588,127.590486,30
211,34.981654,127.591384,5
212,34.981754,127.59134,40
213,34.981782,127.591668,9
214,34.981894,127.590375,16
215,34.982108,127.581601,0
216,34.982272,127.58999,18
217,34.982409,127.577415,0
218,34.982481,127.57747,16
219,34.982528,127.583055,1590
220,34.982555,127.583121,0
221,34.983154,127.584356,40
222,34.983559,127.57891,704
223,34.984021,127.584767,205
224,34.989466,127.697761,4
225,34.990859,127.699772,48
226,34.99119,127.599092,12
227,34.991361,127.598905,12
228,34.991596,127.598958,10
229,34.991838,127.598541,19
230,35.058258,127.737085,33
